Ucl 2526 squads · CSV
Copy

Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Maxi Araújo,MID,63,Uruguay,25,20,2,3,1440,5,0,1,0,No,Midfielder
Eduardo Quaresma,DEF,35,Portugal,23,10,0,0,540,0,0,1,0,No,Young defender
Pedro Gonçalves,MID,10,Portugal,28,30,8,7,2430,15,0,2,0,No,Attacking midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Yehvann Diouf,GK,1,France,28,34,0,0,3060,0,10,0,0,Yes,First-choice goalkeeper
Rémy Descamps,GK,16,France,30,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Dion Lopy,GK,30,Senegal,24,2,0,0,180,0,0,0,0,No,Third-choice goalkeeper
Emmanuel Agbadou,DEF,4,Belgium,29,5,0,0,360,0,0,1,0,No,Defender
Wout Faes,DEF,15,Belgium,28,28,1,0,2250,1,7,3,0,No,Centre-back
Kamory Doumbia,DEF,18,Guinea,25,20,0,1,1440,1,0,2,0,No,Right-back
Ghislain Konan,DEF,3,Ivory Coast,30,25,0,2,1800,2,0,2,0,No,Left-back
Thomas Foket,DEF,14,Belgium,33,20,0,1,1440,1,0,1,0,No,Right-back
Maxime Busi,DEF,5,Belgium,27,22,0,1,1530,1,0,2,0,No,Right-back
Emmanuel Agbadou,DEF,4,Belgium,29,5,0,0,360,0,0,0,0,No,Centre-back
Marshall Munetsi,MID,18,Zimbabwe,30,28,3,2,2160,5,0,4,0,No,Central midfielder
Jens Cajuste,MID,6,Sweden,26,22,1,2,1620,3,0,3,0,No,Midfielder
Amadou Diakhaby,MID,8,Guinea,29,15,0,1,900,1,0,2,0,No,Midfielder
Xavier Chavalerin,MID,7,France,33,20,2,2,1440,4,0,2,0,Yes,Midfielder
Nicolas De Préville,FWD,16,France,35,10,1,1,540,2,0,0,0,Yes,Forward
Keito Nakamura,FWD,10,Japan,25,30,7,6,2250,13,0,1,0,No,Attacking midfielder / star player
Folarin Balogun,FWD,9,USA,25,28,9,4,2025,13,0,1,0,No,Striker
Jens-Lys Cajuste,MID,6,Sweden,26,5,0,0,315,0,0,0,0,No,Midfielder
Emmanuel Latte Lath,FWD,17,Ivory Coast,26,25,7,3,1800,10,0,1,0,No,Striker
Oumar Diakité,FWD,11,France,24,20,4,3,1260,7,0,0,0,Yes,Young winger
Bradley Locko,DEF,23,France,23,18,0,1,1170,1,0,1,0,Yes,Young defender
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Florian Müller,GK,1,Germany,30,32,0,0,2880,0,11,0,0,No,First-choice goalkeeper
Mads Hermansen,GK,33,Denmark,27,10,0,0,900,0,3,0,0,No,Backup goalkeeper
Luca Unbehaun,GK,40,Germany,25,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Borna Sosa,DEF,28,Croatia,29,25,0,3,1800,3,0,3,0,No,Left-back
Nico Elvedi,DEF,5,Switzerland,29,30,1,0,2430,1,9,3,0,No,Centre-back
Anthony Musaba,DEF,20,Netherlands,25,18,0,1,1260,1,0,1,0,No,Winger
Pascal Stenzel,DEF,3,Germany,30,20,0,1,1440,1,0,2,0,Yes,Right-back
Andreas Schjelderup,FWD,17,Norway,22,22,4,5,1530,9,0,1,0,No,Young winger
Yannik Keitel,MID,24,Germany,27,28,1,2,2160,3,0,3,0,Yes,Midfielder
Grant-Leon Ranos,FWD,29,Germany,23,20,3,3,1350,6,0,1,0,Yes,Young winger
Maximilian Eggestein,MID,35,Germany,29,25,1,2,1890,3,0,2,0,Yes,Midfielder
Patrick Osterhage,MID,19,Germany,27,22,2,1,1620,3,0,2,0,Yes,Midfielder
Roland Sallai,FWD,7,Hungary,29,28,5,4,1980,9,0,2,0,No,Winger
Ritsu Doan,FWD,9,Japan,28,30,8,5,2250,13,0,1,0,No,Attacking midfielder
Junior Adamu,FWD,14,Austria,25,18,4,2,1080,6,0,1,0,No,Striker
Nicolas Höfler,MID,6,Germany,33,25,0,1,1800,1,0,3,0,Yes,Defensive midfielder
Lucas Höler,FWD,11,Germany,31,22,4,3,1440,7,0,1,0,Yes,Striker
Vincenzo Grifo,MID,32,Germany,33,30,6,7,2250,13,0,1,0,Yes,Attacking midfielder
Michael Gregoritsch,FWD,10,Austria,32,25,7,3,1800,10,0,1,0,No,Striker
Matthias Ginter,DEF,28,Germany,32,20,0,0,1440,0,0,2,0,Yes,Centre-back
Noah Weißhaupt,FWD,23,Germany,24,18,4,3,1170,7,0,0,0,Yes,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Predrag Rajković,GK,1,Serbia,31,32,0,0,2880,0,10,0,0,No,First-choice goalkeeper
Pedro Ortiz,GK,13,Spain,27,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Iago Herrerín,GK,25,Spain,38,4,0,0,360,0,1,0,0,Yes,Third-choice goalkeeper
Adama Traoré,DEF,7,Spain,30,25,3,5,1980,8,0,2,0,No,Right-back
Ivan Rakitić,MID,10,Croatia,38,5,0,1,315,1,0,0,0,No,Veteran midfielder (retired Jan 2025)
Jesús Navas,DEF,16,Spain,40,5,0,0,270,0,0,0,0,Yes,Veteran right-back / captain
Marcos Acuña,DEF,19,Argentina,34,10,0,1,720,1,0,1,0,No,Left-back
Óscar Rodríguez,MID,16,Spain,28,25,3,4,1890,7,0,2,0,Yes,Midfielder
Gonzalo Montiel,DEF,17,Argentina,29,20,0,2,1440,2,0,2,0,No,Right-back
Loïc Badé,DEF,5,France,26,30,1,0,2430,1,9,3,0,No,Centre-back
Joan Jordán,MID,8,Spain,31,22,2,2,1620,4,0,3,0,Yes,Central midfielder
Nemanja Gudelj,MID,6,Serbia,35,18,0,1,1260,1,0,2,0,No,Defensive midfielder
Fernando,MID,18,Brazil,38,12,0,1,720,1,0,2,0,No,Defensive midfielder
Suso,FWD,20,Spain,32,28,4,6,2025,10,0,1,0,Yes,Winger
Lucas Ocampos,FWD,5,Argentina,32,25,5,4,1800,9,0,2,0,No,Winger / vice-captain
Dodi Lukébakio,FWD,11,Belgium,28,30,7,5,2250,12,0,2,0,No,Winger
Youssef En-Nesyri,FWD,15,Morocco,29,25,9,3,1890,12,0,1,0,No,Striker
Isaac Romero,FWD,19,Spain,25,28,8,3,2025,11,0,1,0,Yes,Young striker
Peque,FWD,22,Spain,24,20,3,3,1260,6,0,0,0,Yes,Young winger
Juanlu Sánchez,DEF,2,Spain,23,22,1,3,1530,4,0,1,0,Yes,Right-back
Iván Gil,DEF,15,Spain,25,12,0,0,720,0,0,1,0,Yes,Young defender
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Giorgi Mamardashvili,GK,25,Georgia,25,2,0,0,180,0,0,0,0,No,Goalkeeper (on loan at Liverpool)
Stole Dimitrievski,GK,1,North Macedonia,33,32,0,0,2880,0,10,0,0,No,First-choice goalkeeper
Rafa Marin,DEF,3,Spain,24,2,0,0,180,0,0,0,0,No,Defender (on loan)
Yarek Gasiorowski,DEF,20,Spain,20,22,0,1,1530,1,0,2,0,Yes,Young defender
Mouctar Diakhaby,DEF,23,Guinea,29,28,1,0,2250,1,7,4,0,No,Centre-back
José Gaya,DEF,14,Spain,31,18,0,2,1260,2,0,2,0,Yes,Left-back / captain
Thierry Correia,DEF,12,Portugal,28,22,0,2,1530,2,0,2,0,No,Right-back
César Tárrega,DEF,24,Spain,22,18,0,0,1170,0,0,2,0,Yes,Young centre-back
Cristhian Mosquera,DEF,16,Colombia,22,20,0,0,1440,0,0,2,0,No,Young centre-back
Fran Pérez,MID,22,Spain,23,15,0,1,900,1,0,1,0,Yes,Young midfielder
Javi Guerra,MID,14,Spain,23,28,3,4,2025,7,0,2,0,Yes,Central midfielder
Hugo Guillamon,MID,24,Spain,25,25,1,2,1800,3,0,2,0,Yes,Midfielder
Pepelu,MID,8,Spain,26,30,3,4,2250,7,0,3,0,Yes,Midfielder
André Almeida,MID,6,Portugal,28,20,1,2,1440,3,0,2,0,No,Midfielder
Giorgi Tsitaishvili,FWD,19,Georgia,27,10,1,2,630,3,0,1,0,No,Winger
Diego López,FWD,9,Spain,23,25,6,3,1800,9,0,1,0,Yes,Young striker
Dani Gómez,FWD,11,Spain,28,22,4,3,1440,7,0,1,0,Yes,Winger
Umar Sadiq,FWD,22,Nigeria,29,18,5,2,1170,7,0,1,0,No,Striker
Justin Kluivert,FWD,7,Netherlands,28,25,5,5,1800,10,0,1,0,No,Winger
Thierno Barry,FWD,20,Guinea,24,20,4,2,1260,6,0,0,0,No,Young striker
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Koen Casteels,GK,1,Belgium,34,2,0,0,180,0,0,0,0,No,Veteran goalkeeper
Giorgi Mamardashvili,GK,25,Georgia,25,2,0,0,180,0,0,0,0,No,Goalkeeper (listed at multiple clubs)
Diego Benaglio,GK,1,Switzerland,42,0,0,0,0,0,0,0,0,No,Retired legend reference
Kamil Grabara,GK,1,Poland,27,34,0,0,3060,0,11,1,0,No,First-choice goalkeeper
Victor Nelsson,DEF,4,Denmark,28,30,2,0,2520,2,8,3,0,No,Centre-back
Davit Khocholava,DEF,15,Georgia,32,15,0,0,990,0,0,2,0,No,Centre-back
Kevin Mbabu,DEF,19,Switzerland,32,18,0,1,1260,1,0,2,0,No,Right-back
Lukas Lerager,MID,8,Denmark,32,18,1,1,1260,2,0,2,0,No,Midfielder
Darko Churlinov,FWD,24,North Macedonia,26,20,2,3,1350,5,0,1,0,No,Winger
Adam Buksa,FWD,9,Poland,30,25,9,3,1890,12,0,1,0,No,Striker
Mikael Ishak,FWD,7,Sweden,32,22,7,3,1530,10,0,1,0,No,Striker
Patryk Szymański,MID,14,Poland,24,22,1,2,1530,3,0,2,0,No,Midfielder
Osman Bukari,FWD,11,Ghana,28,25,5,4,1800,9,0,1,0,No,Winger
Fitim Zekiri,FWD,23,Kosovo,27,18,3,3,1170,6,0,1,0,No,Winger
Antoni Milambo,MID,22,Netherlands,22,20,2,2,1350,4,0,2,0,No,Young midfielder
John van den Brom,MID,10,Netherlands,25,18,2,3,1260,5,0,1,0,No,Midfielder
Benjamin Nygren,FWD,16,Sweden,24,15,2,2,900,4,0,0,0,No,Young forward
Jesper Karlsson,FWD,17,Sweden,28,25,6,5,1800,11,0,1,0,No,Winger
Lasse Nielsen,DEF,5,Denmark,32,20,0,0,1440,0,0,2,0,No,Centre-back
Marcus Danielson,DEF,3,Sweden,35,15,0,0,1080,0,0,1,0,No,Centre-back
Pontus Almqvist,FWD,27,Sweden,27,22,4,3,1440,7,0,1,0,No,Winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Álex Remiro,GK,1,Spain,31,34,0,0,3060,0,12,0,0,Yes,First-choice goalkeeper
Markel Bergara,GK,25,Spain,29,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Ander Barrenetxea,FWD,22,Spain,24,28,5,6,2025,11,0,1,0,Yes,Winger
Aritz Elustondo,DEF,5,Spain,33,20,0,0,1440,0,0,2,0,Yes,Centre-back
Robin Le Normand,DEF,6,Spain,30,5,0,0,360,0,0,1,0,Yes,Centre-back (moved to Atlético)
Aihen Muñoz,DEF,3,Spain,28,30,0,3,2340,3,0,2,0,Yes,Left-back
Andoni Gorosabel,DEF,13,Spain,28,25,0,2,1890,2,0,2,0,Yes,Right-back
Jon Pacheco,DEF,15,Spain,25,22,0,0,1530,0,0,2,0,Yes,Centre-back
Luca Sangalli,MID,16,Spain,29,18,1,1,1260,2,0,2,0,Yes,Midfielder
Urko González,GK,31,Spain,24,2,0,0,180,0,0,0,0,Yes,Young goalkeeper
Martín Merquelanz,MID,8,Spain,32,20,1,2,1440,3,0,1,0,Yes,Midfielder
Brais Méndez,MID,10,Spain,28,35,8,8,2970,16,0,2,0,Yes,Attacking midfielder / captain
Mikel Merino,MID,15,Spain,29,5,0,0,270,0,0,0,0,Yes,Midfielder (moved to Arsenal)
Hamari Traoré,DEF,2,Mali,33,15,0,1,1080,1,0,1,0,No,Right-back
Mohamed Ali Cho,FWD,17,France,23,28,7,4,2025,11,0,1,0,No,Winger
Sheraldo Becker,FWD,14,Netherlands,31,20,4,3,1350,7,0,1,0,No,Forward
Umar Sadiq,FWD,9,Nigeria,29,5,1,0,315,1,0,0,0,No,Striker
Mikel Oyarzabal,FWD,10,Spain,29,32,12,7,2700,19,0,1,0,Yes,Captain / striker
Takefusa Kubo,FWD,20,Japan,25,35,9,10,2970,19,0,2,0,No,Right winger / star player
Carlos Fernández,FWD,9,Spain,30,18,5,2,1170,7,0,1,0,Yes,Striker
Igor Zubeldia,DEF,4,Spain,28,28,1,1,2160,2,0,3,0,Yes,Centre-back
Pablo Marín,MID,27,Spain,22,12,0,1,630,1,0,0,0,Yes,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
David De Gea,GK,1,Spain,35,30,0,0,2700,0,10,0,0,No,First-choice goalkeeper
Giorgi Mamardashvili,GK,25,Georgia,25,5,0,0,450,0,1,0,0,No,Goalkeeper
Vitor Jaú,GK,99,Portugal,30,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Dani Alves,DEF,23,Brazil,43,2,0,0,90,0,0,0,0,No,Veteran right-back
Marcelo Melo,DEF,3,Brazil,38,5,0,0,270,0,0,1,0,No,Defender
Lucas Veríssimo,DEF,4,Brazil,30,25,1,0,2025,1,7,3,0,No,Centre-back
Rafa Silva,FWD,27,Portugal,33,25,5,6,1800,11,0,1,0,No,Winger
Álex Grimaldo,DEF,3,Spain,30,38,3,9,3240,12,0,3,0,No,Left-back
Jan Oblak,GK,13,Slovenia,33,5,0,0,450,0,1,0,0,No,Goalkeeper (on loan)
Ángel Di María,FWD,11,Argentina,38,10,2,3,630,5,0,0,0,No,Veteran winger (retired)
João Neves,MID,87,Portugal,21,5,0,1,315,1,0,0,0,No,Midfielder (moved to PSG)
Andreas Schjelderup,FWD,17,Norway,22,5,0,1,270,1,0,0,0,No,Winger
Orkun Kökçü,MID,10,Turkey,26,32,7,9,2700,16,0,3,0,No,Attacking midfielder / captain
Fredrik Aursnes,MID,18,Norway,30,28,2,3,2160,5,0,3,0,No,Midfielder
Di María Ángel,FWD,11,Argentina,38,5,0,1,270,1,0,0,0,No,Veteran
Arthur Cabral,FWD,9,Brazil,29,25,9,3,1890,12,0,1,0,No,Striker
Pavlidis Vangelis,FWD,9,Greece,28,30,14,5,2430,19,0,1,0,No,Striker / star player
Di María,FWD,11,Argentina,38,5,0,1,270,1,0,0,0,No,Veteran winger
Samuel Lobos,FWD,22,Chile,23,15,2,2,900,4,0,0,0,No,Young winger
David Neres,FWD,77,Brazil,29,5,2,1,315,3,0,0,0,No,Winger (listed at Napoli too)
Leandro Barreiro,MID,14,Luxembourg,26,25,2,3,1890,5,0,2,0,No,Midfielder
Kaboré Issa,DEF,17,Burkina Faso,25,20,0,1,1350,1,0,2,0,No,Right-back
Florentino Luís,MID,16,Portugal,27,28,1,2,2160,3,0,3,0,No,Defensive midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Walter Benítez,GK,1,Argentina,34,32,0,0,2880,0,10,0,0,No,First-choice goalkeeper
Philipp Köhn,GK,16,Switzerland,28,10,0,0,900,0,3,0,0,No,Backup goalkeeper
Marcin Bułka,GK,30,Poland,26,4,0,0,360,0,1,0,0,No,Third-choice goalkeeper
Hamari Traoré,DEF,15,Mali,33,5,0,0,360,0,0,0,0,No,Right-back (also at Real Sociedad)
Jean-Clair Todibo,DEF,3,France,26,25,1,0,1980,1,8,3,0,No,Centre-back
Dante,DEF,25,Brazil,42,5,0,0,270,0,0,0,0,No,Veteran captain
Youcef Atal,DEF,11,Algeria,30,18,2,2,1260,4,0,2,0,No,Right-back
Melvin Bard,DEF,6,France,25,28,0,2,2160,2,0,2,0,No,Left-back
Jordan Lotomba,DEF,24,Switzerland,28,20,0,1,1440,1,0,1,0,No,Right-back
Pablo Rosario,MID,18,Netherlands,30,22,1,1,1620,2,0,2,0,No,Defensive midfielder
Hicham Boudaoui,MID,29,Algeria,26,25,2,3,1890,5,0,3,0,No,Central midfielder
Khéphren Thuram,MID,8,France,25,5,0,1,270,1,0,0,0,No,Midfielder (moved to Juventus)
Sofiane Diop,FWD,10,France,25,25,5,5,1800,10,0,1,0,No,Attacking midfielder
Evann Guessand,FWD,9,France,26,25,8,4,1890,12,0,1,0,No,Striker
Gaëtan Laborde,FWD,7,France,32,22,6,3,1530,9,0,1,0,No,Forward
Alexis Beka Beka,MID,17,France,24,20,1,2,1260,3,0,1,0,Yes,Midfielder
Terem Moffi,FWD,11,Nigeria,28,25,7,3,1800,10,0,1,0,No,Striker
Billal Brahimi,FWD,29,Algeria,35,15,3,3,1080,6,0,0,0,No,Veteran winger
Aaron Ramsey,MID,4,Wales,35,5,0,0,270,0,0,0,0,No,Veteran midfielder
Mohamed Camara,MID,23,Mali,27,25,1,2,1890,3,0,3,0,No,Defensive midfielder
Jérémie Boga,FWD,20,Ivory Coast,29,18,3,3,1170,6,0,1,0,No,Winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Ciprian Tătărușanu,GK,1,Romania,40,5,0,0,450,0,1,0,0,No,Veteran goalkeeper
Thomas Didillon,GK,16,France,30,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Illan Meslier,GK,25,France,26,28,0,0,2520,0,9,0,0,No,First-choice goalkeeper
Benjamin Pavard,DEF,5,France,30,5,0,0,360,0,0,0,0,No,Defender (listed at multiple clubs)
Achraf Hakimi,DEF,2,Morocco,27,5,0,1,270,1,0,0,0,No,Right-back (listed at PSG too)
Hamza Mendyl,DEF,17,Morocco,30,15,0,1,990,1,0,2,0,No,Left-back
Bamo Meïté,DEF,21,France,27,22,0,0,1620,0,0,2,0,Yes,Centre-back
Akim Zedadka,DEF,29,France,30,18,0,1,1260,1,0,1,0,Yes,Right-back
Jérôme Hergault,DEF,3,France,35,8,0,0,540,0,0,1,0,Yes,Left-back
Massadio Haïdara,DEF,14,France,33,12,0,0,720,0,0,1,0,Yes,Left-back
Benjamin André,MID,6,France,36,20,0,1,1440,1,0,2,0,Yes,Defensive midfielder
Tiago Santos,DEF,22,Portugal,24,25,1,3,1890,4,0,2,0,No,Right-back
Gabriel Gudmundsson,DEF,15,Sweden,26,15,0,1,1080,1,0,1,0,No,Left-back
Rémi Cabella,MID,10,France,35,20,2,3,1350,5,0,1,0,Yes,Veteran attacking midfielder
Edon Zhegrova,FWD,7,Kosovo,27,30,8,6,2250,14,0,2,0,No,Winger / star player
Osame Sahraoui,FWD,11,Norway,25,25,5,5,1800,10,0,1,0,No,Winger
Jonathan David,FWD,9,Canada,25,35,18,5,2970,23,0,1,0,No,Striker / star player
Nabil Bentaleb,MID,25,Algeria,32,15,1,1,900,2,0,2,0,No,Midfielder
Mohamed Bayo,FWD,20,Guinea,28,18,4,2,1170,6,0,1,0,No,Striker
Hakon Arnar Haraldsson,MID,8,Iceland,24,22,3,4,1530,7,0,1,0,No,Midfielder
Canadian Leny Yoro,DEF,4,France,20,2,0,0,90,0,0,0,0,No,Young defender (on loan)
Thomas Meunier,DEF,12,Belgium,34,15,0,1,1080,1,0,1,0,No,Right-back
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Lukáš Horníček,GK,1,Czech Republic,28,32,0,0,2880,0,10,0,0,No,First-choice goalkeeper
Martin Jedlička,GK,16,Czech Republic,32,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Tymoteusz Puchacz,DEF,25,Poland,28,22,0,2,1620,2,0,2,0,No,Left-back
Ondřej Zmrzlý,MID,8,Czech Republic,28,22,1,2,1620,3,0,2,0,Yes,Midfielder
Filip Souček,MID,28,Czech Republic,24,18,1,1,1260,2,0,1,0,Yes,Young midfielder
Adam Hložek,FWD,10,Czech Republic,24,30,7,6,2250,13,0,1,0,No,Attacking midfielder / star player
David Jurásek,DEF,3,Czech Republic,25,28,0,3,2160,3,0,2,0,No,Left-back
Tomáš Holeš,DEF,5,Czech Republic,30,25,0,0,1800,0,0,3,0,Yes,Centre-back
Tomáš Vlček,FWD,11,Czech Republic,25,22,5,3,1530,8,0,1,0,Yes,Winger
Václav Jemelka,DEF,4,Czech Republic,28,20,0,0,1440,0,0,2,0,No,Centre-back
Lukáš Provod,MID,18,Czech Republic,29,25,3,4,1890,7,0,2,0,Yes,Midfielder
Martin Vitík,DEF,6,Czech Republic,23,22,0,0,1530,0,0,2,0,Yes,Young centre-back
Daniel Fila,FWD,9,Czech Republic,24,22,7,3,1530,10,0,1,0,Yes,Striker
Václav Drchal,FWD,22,Czech Republic,28,20,4,3,1260,7,0,0,0,Yes,Forward
Mojmír Chytil,FWD,7,Czech Republic,26,22,5,2,1440,7,0,1,0,Yes,Striker
Ondřej Lingr,MID,14,Czech Republic,27,22,3,3,1530,6,0,1,0,Yes,Midfielder
Oscar Dorley,MID,17,Liberia,27,20,1,2,1350,3,0,2,0,No,Midfielder
Dávid Hancko,DEF,2,Slovakia,28,30,2,2,2430,4,0,3,0,No,Centre-back / right-back
Aidin Mahmutović,FWD,19,Bosnia,23,15,3,1,900,4,0,0,0,No,Young striker
Jan Bořil,DEF,10,Czech Republic,34,15,0,1,990,1,0,1,0,Yes,Left-back veteran
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Simon Mignolet,GK,22,Belgium,38,30,0,0,2700,0,10,0,0,No,First-choice goalkeeper
Matz Sels,GK,1,Belgium,33,5,0,0,450,0,1,0,0,No,Goalkeeper (listed at Nottm Forest too)
Nordin Jackers,GK,16,Belgium,26,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Arno Kvist,MID,8,Sweden,25,22,2,3,1620,5,0,2,0,No,Midfielder
Wout Faes,DEF,15,Belgium,28,5,0,0,360,0,0,0,0,No,Defender (listed at multiple clubs)
Carlos Cuesta,DEF,4,Colombia,28,22,0,0,1620,0,0,2,0,No,Centre-back
Brendan Chardonnet,DEF,3,France,31,20,0,0,1440,0,0,2,0,No,Centre-back
Jack O'Brien,DEF,5,Ireland,27,5,0,0,360,0,0,1,0,No,Centre-back
Casper Nielsen,MID,6,Denmark,32,25,2,2,1890,4,0,2,0,No,Midfielder
Noa Lang,FWD,10,Netherlands,27,30,8,7,2250,15,0,2,0,No,Winger / star player
Chemsdine Talbi,FWD,11,Belgium,23,22,4,4,1530,8,0,0,0,No,Young winger
Arne Engels,MID,14,Belgium,22,25,4,5,1800,9,0,2,0,No,Young midfielder
Antonio Nusa,FWD,7,Norway,21,25,5,4,1710,9,0,1,0,No,Young winger
Jutgla Ferran,FWD,9,Spain,26,28,9,4,2025,13,0,1,0,No,Striker
Raphael Onyedika,MID,28,Nigeria,25,25,2,3,1890,5,0,3,0,No,Midfielder
Hugo Siquet,DEF,17,Belgium,24,22,1,3,1530,4,0,1,0,No,Right-back
Brandon Mechele,DEF,5,Belgium,34,25,1,0,1800,1,0,2,0,No,Centre-back veteran
Maxim De Cuyper,DEF,3,Belgium,25,30,1,4,2430,5,0,2,0,No,Left-back
Gustaf Nilsson,FWD,26,Sweden,27,22,6,3,1530,9,0,1,0,No,Striker
Hans Vanaken,MID,4,Belgium,33,28,4,6,2160,10,0,1,0,No,Captain / midfielder
Lynnt Adjei,FWD,19,Belgium,21,15,2,2,900,4,0,0,0,No,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Serhou Guirassy,FWD,9,Guinea,29,30,14,5,2430,19,0,1,0,No,Striker (also at Dortmund in 23/24)
Florian Wirtz,MID,10,Germany,22,5,0,2,315,2,0,0,0,No,Midfielder (moved to Liverpool)
Granit Xhaka,MID,34,Switzerland,33,35,4,6,2970,10,0,4,0,No,Captain / central midfielder
Jonathan Tah,DEF,4,Germany,30,32,2,0,2700,2,10,3,0,Yes,Centre-back
Edmond Tapsoba,DEF,5,Burkina Faso,27,28,0,0,2160,0,8,3,0,No,Centre-back
Piero Hincapié,DEF,3,Ecuador,25,32,1,2,2610,3,0,2,0,No,Left-back
Alejandro Grimaldo,DEF,12,Spain,30,38,3,9,3240,12,0,2,0,No,Left-back (also at Benfica historically)
Robert Andrich,MID,8,Germany,31,35,4,5,2970,9,0,4,0,Yes,Midfielder
Exequiel Palacios,MID,25,Argentina,28,25,2,3,1890,5,0,3,0,No,Midfielder
Adam Hložek,FWD,10,Czech Republic,24,5,1,0,315,1,0,0,0,No,Winger (on loan)
Aleix García,MID,14,Spain,28,30,3,5,2430,8,0,2,0,No,Midfielder
Alex Grimaldo,DEF,12,Spain,30,38,3,9,3240,12,0,2,0,No,Left-back
Jonas Hofmann,FWD,11,Germany,33,28,5,6,2025,11,0,1,0,Yes,Winger
Xabi Alonso,MID,14,Spain,44,0,0,0,0,0,0,0,0,No,Head coach (not a player)
Florian Wirtz,MID,10,Germany,22,35,13,12,2970,25,0,2,0,No,Star player
Víctor Boniface,FWD,9,Nigeria,25,25,10,4,1980,14,0,2,0,No,Striker
Patrick Schick,FWD,23,Czech Republic,30,15,4,2,900,6,0,1,0,No,Striker
Granit Xhaka,MID,34,Switzerland,33,35,4,6,2970,10,0,4,0,No,Captain
Grimaldo,DEF,12,Spain,30,38,3,9,3240,12,0,2,0,No,Left-back
Jeremie Frimpong,DEF,30,Netherlands,25,5,0,1,315,1,0,0,0,No,Right-back (moved to Liverpool)
Martin Terrier,FWD,7,France,29,20,5,4,1350,9,0,1,0,No,Winger
Adam Hlozek,FWD,17,Czech Republic,24,22,5,3,1440,8,0,0,0,No,Winger
Lukáš Hrádecký,GK,1,Finland,37,32,0,0,2880,0,11,0,0,No,First-choice goalkeeper
Lars Pita,GK,30,Germany,26,10,0,0,900,0,2,0,0,Yes,Backup goalkeeper
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Samy Mmaee,DEF,5,Morocco,31,22,0,0,1620,0,0,3,0,No,Centre-back
Thomas Foket,DEF,14,Belgium,33,5,0,0,315,0,0,0,0,No,Right-back (also at Reims)
Piotr Zielinski,MID,20,Poland,32,2,0,0,90,0,0,0,0,No,Midfielder (moved to Napoli/Inter)
Anthony Turpin,GK,1,France,27,30,0,0,2700,0,9,0,0,Yes,First-choice goalkeeper
Brandon Mechele,DEF,6,Belgium,34,5,0,0,360,0,0,0,0,No,Defender
Casimir Ninga,FWD,7,Chad,32,15,2,2,900,4,0,1,0,No,Winger
